int original_matrix[378][378] = {
    { 80, 36, 39, 74, 22, 61, 60, 69, 34, 50, 33, 92, 21, 77, 59, 1, 77, 71, 75, 55, 20, 56, 48, 52, 32, 21, 62, 72, 43, 31, 67, 75, 88, 87, 6, 14, 26, 65, 37, 2, 51, 1, 95, 62, 31, 61, 79, 34, 22, 71, 76, 84, 95, 73, 25, 17, 75, 82, 95, 7, 34, 46, 68, 38, 60, 90, 10, 57, 74, 81, 25, 46, 2, 82, 61, 49, 24, 99, 15, 5, 67, 94, 61, 19, 32, 2, 45, 82, 84, 57, 38, 79, 76, 27, 49, 58, 72, 77, 83, 38, 16, 94, 66, 66, 47, 77, 5, 11, 77, 25, 35, 32, 80, 34, 15, 36, 25, 81, 93, 43, 27, 73, 41, 3, 76, 7, 41, 100, 16, 31, 60, 73, 63, 24, 60, 25, 94, 54, 79, 90, 64, 2, 30, 66, 41, 33, 62, 55, 39, 44, 47, 91, 53, 8, 21, 43, 12, 18, 97, 95, 64, 61, 85, 55, 27, 59, 28, 12, 32, 100, 76, 34, 26, 1, 53, 12, 50, 92, 96, 45, 67, 69, 43, 14, 56, 96, 77, 36, 55, 100, 65, 63, 72, 55, 76, 22, 52, 95, 86, 9, 99, 61, 60, 73, 4, 27, 75, 76, 87, 27, 60, 13, 35, 66, 41, 92, 53, 87, 43, 32, 45, 92, 44, 24, 12, 25, 58, 25, 82, 23, 69, 98, 84, 95, 70, 13, 100, 24, 61, 57, 12, 42, 96, 15, 5, 80, 20, 38, 5, 55, 27, 30, 86, 39, 94, 91, 4, 3, 98, 21, 57, 12, 74, 19, 24, 19, 87, 6, 56, 4, 34, 47, 73, 97, 93, 20, 67, 30, 56, 87, 23, 20, 50, 35, 82, 89, 69, 71, 85, 5, 34, 88, 21, 98, 52, 74, 38, 1, 98, 46, 39, 46, 71, 35, 63, 99, 74, 3, 11, 70, 46, 39, 34, 100, 68, 33, 38, 58, 6, 32, 5, 34, 46, 5, 78, 17, 12, 25, 57, 28, 32, 43, 84, 39, 43, 4, 24, 14, 76, 56, 60, 90, 46, 23, 80, 22, 12, 19, 52, 66, 72, 39, 98, 15, 23, 4, 68, 13, 21, 100, 3, 41, 56, 49, 61, 4, 43, 98, 14, 24, 38, 79, 70, 15, 99, 93, 52, 37 },
    { 54, 69, 93, 37, 20, 83, 14, 92, 61, 90, 96, 61, 4, 81, 7, 37, 15, 94, 69, 31, 55, 58, 7, 33, 45, 85, 60, 77, 42, 68, 57, 50, 76, 4, 62, 62, 33, 84, 51, 93, 27, 82, 32, 79, 41, 86, 81, 26, 57, 52, 8, 80, 54, 15, 93, 99, 16, 98, 84, 8, 34, 57, 85, 85, 96, 19, 21, 38, 45, 91, 55, 1, 98, 76, 10, 17, 71, 90, 24, 76, 5, 46, 74, 85, 5, 1, 11, 29, 16, 20, 61, 75, 28, 70, 75, 17, 42, 58, 4, 65, 84, 79, 92, 54, 57, 81, 100, 28, 90, 30, 50, 77, 92, 5, 99, 12, 31, 37, 12, 86, 17, 97, 75, 88, 63, 6, 47, 12, 15, 42, 5, 79, 3, 20, 5, 38, 61, 48, 68, 36, 52, 5, 54, 31, 89, 39, 11, 98, 13, 10, 70, 87, 94, 56, 74, 85, 72, 30, 69, 52, 58, 70, 54, 84, 42, 47, 90, 66, 9, 9, 80, 36, 98, 43, 45, 68, 9, 39, 38, 52, 19, 64, 36, 100, 68, 65, 43, 47, 43, 97, 61, 74, 21, 50, 45, 55, 100, 19, 54, 30, 74, 73, 2, 58, 99, 64, 49, 66, 71, 66, 76, 47, 80, 43, 42, 13, 94, 73, 28, 22, 23, 63, 24, 66, 57, 39, 72, 73, 2, 24, 91, 14, 100, 27, 97, 68, 45, 53, 75, 90, 36, 34, 50, 34, 44, 16, 40, 69, 77, 7, 42, 61, 49, 4, 72, 72, 68, 36, 26, 50, 27, 82, 44, 85, 74, 67, 29, 3, 52, 53, 47, 95, 3, 98, 18, 59, 24, 46, 62, 30, 52, 36, 66, 54, 16, 1, 6, 20, 90, 85, 99, 6, 80, 2, 33, 32, 24, 74, 58, 35, 93, 72, 74, 51, 17, 58, 37, 44, 52, 94, 56, 42, 4, 42, 42, 55, 41, 53, 6, 93, 34, 10, 15, 93, 57, 59, 99, 95, 84, 99, 12, 7, 64, 11, 42, 84, 58, 59, 32, 43, 83, 79, 50, 42, 84, 55, 15, 29, 99, 28, 37, 92, 53, 12, 62, 38, 41, 86, 96, 38, 63, 10, 51, 33, 20, 97, 88, 7, 81, 92, 89, 17, 34, 17, 60, 82, 26, 11 },
    { 62, 4, 91, 51, 41, 73, 75, 2, 96, 67, 44, 13, 93, 5, 76, 51, 99, 27, 74, 22, 69, 84, 19, 89, 98, 93, 8, 16, 79, 37, 27, 28, 90, 15, 41, 77, 16, 44, 31, 5, 69, 10, 99, 30, 78, 100, 81, 11, 84, 74, 25, 71, 83, 99, 39, 99, 78, 5, 2, 17, 17, 69, 1, 100, 38, 32, 28, 54, 37, 33, 97, 88, 69, 68, 30, 25, 20, 6, 6, 57, 58, 98, 34, 91, 52, 91, 90, 45, 12, 19, 36, 19, 99, 56, 32, 66, 80, 61, 56, 63, 63, 87, 55, 99, 12, 77, 20, 8, 33, 100, 56, 1, 13, 55, 84, 90, 7, 86, 88, 63, 22, 76, 85, 14, 70, 99, 75, 47, 23, 47, 91, 39, 36, 8, 26, 62, 19, 44, 6, 25, 19, 74, 11, 68, 70, 8, 84, 73, 32, 90, 60, 33, 55, 84, 49, 95, 84, 18, 31, 70, 35, 2, 82, 86, 47, 82, 8, 82, 36, 78, 52, 44, 24, 76, 22, 25, 15, 54, 30, 67, 22, 72, 38, 48, 63, 19, 58, 45, 83, 53, 72, 7, 52, 10, 40, 96, 100, 18, 69, 70, 13, 28, 9, 95, 14, 69, 82, 85, 33, 62, 77, 68, 27, 12, 63, 43, 90, 29, 21, 40, 54, 95, 77, 47, 78, 54, 99, 94, 51, 7, 89, 54, 64, 40, 57, 72, 36, 75, 90, 6, 77, 1, 6, 96, 10, 49, 83, 35, 20, 65, 81, 25, 68, 93, 34, 52, 13, 92, 83, 99, 36, 99, 51, 71, 3, 98, 97, 99, 49, 100, 55, 90, 98, 14, 52, 32, 15, 5, 53, 83, 97, 48, 68, 31, 11, 12, 4, 65, 57, 50, 41, 56, 11, 92, 47, 36, 40, 96, 21, 86, 99, 1, 92, 52, 75, 76, 76, 55, 2, 58, 70, 91, 33, 34, 34, 22, 86, 2, 23, 3, 74, 21, 13, 40, 40, 39, 78, 9, 21, 56, 76, 15, 81, 26, 54, 85, 26, 66, 61, 70, 16, 69, 1, 75, 4, 19, 24, 90, 77, 3, 98, 32, 64, 5, 26, 87, 11, 12, 16, 63, 89, 8, 71, 89, 67, 71, 41, 92, 30, 37, 52, 8, 47, 22, 59, 64, 23, 63 },
    { 42, 56, 84, 41, 14, 63, 55, 37, 36, 93, 88, 39, 8, 80, 52, 14, 69, 77, 17, 23, 52, 21, 35, 41, 44, 33, 68, 52, 28, 61, 60, 1, 79, 99, 55, 26, 26, 48, 12, 55, 53, 51, 55, 31, 43, 55, 85, 11, 59, 37, 3, 51, 99, 65, 84, 2, 30, 65, 39, 17, 63, 50, 60, 3, 83, 28, 22, 23, 99, 88, 93, 33, 46, 48, 41, 54, 16, 61, 30, 70, 16, 96, 49, 83, 36, 63, 23, 44, 22, 25, 97, 55, 100, 28, 28, 7, 64, 82, 33, 52, 73, 26, 60, 48, 74, 100, 60, 26, 96, 48, 90, 65, 14, 3, 91, 95, 16, 31, 95, 30, 91, 56, 28, 63, 76, 66, 2, 22, 51, 57, 49, 81, 23, 50, 39, 48, 51, 48, 42, 52, 59, 11, 5, 38, 42, 72, 18, 51, 78, 97, 40, 94, 98, 66, 38, 57, 7, 84, 20, 59, 35, 81, 48, 70, 6, 61, 88, 84, 53, 99, 29, 92, 88, 27, 80, 6, 18, 10, 64, 35, 56, 66, 35, 2, 62, 92, 45, 5, 45, 11, 85, 72, 58, 75, 23, 94, 45, 2, 98, 10, 9, 49, 83, 22, 43, 10, 81, 17, 50, 17, 82, 50, 66, 21, 50, 27, 60, 29, 51, 27, 84, 54, 32, 7, 92, 90, 19, 19, 9, 65, 56, 48, 43, 63, 47, 5, 53, 95, 77, 27, 69, 94, 73, 21, 97, 27, 26, 44, 91, 1, 71, 98, 95, 65, 31, 21, 62, 70, 26, 59, 73, 83, 20, 59, 30, 28, 76, 62, 94, 19, 4, 55, 64, 64, 51, 92, 9, 54, 35, 67, 80, 97, 73, 11, 20, 77, 13, 6, 88, 20, 86, 18, 18, 2, 77, 71, 75, 60, 80, 97, 41, 4, 27, 31, 82, 47, 82, 91, 37, 24, 46, 6, 7, 63, 36, 82, 7, 29, 78, 90, 9, 75, 85, 54, 67, 81, 11, 20, 37, 40, 46, 98, 19, 13, 44, 49, 92, 92, 81, 1, 58, 97, 93, 82, 11, 10, 26, 43, 81, 41, 58, 37, 26, 63, 33, 42, 17, 53, 42, 6, 1, 38, 82, 9, 51, 22, 21, 10, 22, 74, 75, 92, 23, 15, 14, 47, 89, 39 },
    { 22, 82, 42, 81, 81, 14, 26, 9, 81, 77, 72, 100, 22, 68, 75, 61, 72, 29, 74, 88, 84, 14, 23, 97, 46, 54, 21, 32, 75, 61, 92, 52, 84, 38, 57, 22, 79, 58, 90, 64, 32, 44, 7, 13, 31, 83, 22, 98, 20, 72, 64, 6, 67, 68, 4, 62, 53, 28, 19, 44, 74, 15, 33, 8, 92, 4, 43, 55, 12, 9, 89, 40, 40, 43, 11, 29, 21, 95, 66, 47, 78, 76, 36, 20, 60, 14, 64, 95, 72, 10, 86, 61, 78, 75, 11, 64, 71, 60, 51, 77, 8, 79, 16, 13, 72, 30, 7, 94, 72, 20, 52, 55, 14, 62, 47, 86, 25, 30, 92, 87, 63, 48, 38, 1, 14, 71, 51, 66, 95, 74, 42, 98, 60, 48, 59, 52, 76, 80, 96, 70, 65, 41, 20, 6, 77, 42, 28, 5, 21, 97, 3, 51, 34, 45, 94, 99, 16, 76, 36, 28, 89, 62, 16, 76, 58, 63, 25, 88, 20, 23, 17, 61, 42, 16, 61, 9, 65, 75, 16, 21, 72, 35, 34, 1, 73, 54, 78, 64, 43, 62, 7, 90, 93, 63, 48, 11, 28, 45, 15, 14, 52, 37, 19, 81, 53, 67, 28, 99, 27, 79, 90, 20, 2, 96, 80, 76, 88, 51, 96, 83, 23, 4, 92, 18, 64, 39, 87, 13, 24, 51, 84, 17, 100, 59, 89, 92, 36, 23, 96, 9, 92, 88, 35, 8, 99, 71, 62, 44, 67, 96, 53, 88, 16, 16, 46, 42, 36, 32, 56, 40, 72, 38, 49, 45, 45, 9, 56, 98, 5, 80, 66, 97, 38, 91, 46, 60, 51, 21, 88, 2, 78, 5, 100, 59, 46, 12, 14, 86, 67, 7, 19, 60, 54, 37, 13, 74, 13, 94, 24, 17, 98, 6, 94, 53, 95, 64, 88, 68, 14, 79, 57, 41, 42, 78, 27, 85, 73, 45, 31, 68, 55, 51, 46, 83, 96, 47, 5, 77, 17, 76, 68, 43, 25, 4, 59, 93, 5, 98, 5, 1, 72, 43, 30, 78, 61, 66, 62, 65, 54, 71, 58, 2, 86, 34, 15, 71, 44, 67, 12, 21, 82, 1, 73, 16, 57, 15, 2, 59, 94, 11, 8, 38, 46, 81, 18, 27, 16, 46 },
    { 78, 80, 7, 14, 43, 64, 63, 46, 78, 91, 88, 70, 12, 98, 14, 70, 30, 54, 65, 15, 50, 93, 5, 37, 90, 4, 82, 3, 30, 98, 44, 10, 19, 16, 57, 1, 60, 88, 97, 32, 28, 24, 75, 32, 2, 65, 75, 35, 72, 19, 55, 84, 56, 26, 58, 61, 78, 69, 33, 51, 93, 95, 24, 38, 72, 79, 57, 66, 8, 40, 90, 24, 65, 61, 21, 29, 44, 41, 99, 36, 3, 18, 62, 38, 95, 55, 28, 59, 9, 47, 48, 70, 28, 80, 19, 29, 62, 81, 57, 75, 9, 79, 53, 70, 96, 6, 42, 77, 86, 2, 80, 100, 70, 4, 54, 97, 4, 71, 37, 91, 94, 98, 5, 44, 79, 47, 11, 37, 88, 44, 11, 65, 8, 94, 18, 42, 33, 40, 50, 59, 99, 25, 85, 5, 93, 8, 67, 48, 38, 22, 88, 68, 18, 92, 86, 57, 81, 51, 95, 100, 27, 74, 1, 44, 76, 64, 29, 95, 70, 57, 25, 28, 48, 9, 2, 85, 1, 70, 1, 84, 14, 56, 33, 60, 41, 11, 1, 1, 59, 41, 46, 11, 58, 51, 45, 23, 38, 1, 46, 74, 64, 95, 79, 76, 53, 18, 98, 57, 30, 10, 53, 1, 4, 50, 77, 85, 94, 15, 64, 63, 28, 60, 94, 82, 70, 65, 89, 47, 81, 77, 45, 7, 54, 2, 89, 63, 57, 8, 59, 28, 87, 93, 21, 31, 3, 3, 66, 16, 17, 42, 50, 8, 28, 48, 46, 45, 27, 22, 83, 69, 78, 25, 87, 10, 50, 73, 29, 53, 64, 36, 52, 56, 89, 62, 2, 42, 100, 48, 37, 44, 60, 10, 67, 69, 25, 38, 94, 51, 32, 69, 70, 39, 29, 40, 10, 87, 36, 80, 44, 9, 99, 81, 25, 51, 59, 5, 92, 5, 38, 7, 70, 51, 72, 46, 90, 75, 5, 24, 10, 5, 61, 35, 98, 81, 57, 78, 71, 25, 37, 7, 39, 4, 46, 52, 42, 14, 62, 55, 20, 61, 86, 38, 30, 67, 88, 23, 61, 37, 80, 65, 19, 99, 100, 23, 75, 21, 74, 24, 43, 2, 85, 15, 88, 10, 76, 52, 52, 93, 70, 19, 76, 54, 35, 53, 63, 46, 6, 92 },
    { 51, 58, 19, 10, 55, 9, 38, 81, 13, 90, 53, 89, 80, 76, 87, 11, 65, 35, 90, 13, 81, 96, 26, 89, 58, 32, 70, 30, 99, 90, 38, 13, 32, 17, 82, 5, 7, 35, 46, 73, 52, 51, 22, 14, 52, 32, 88, 79, 36, 59, 75, 63, 10, 11, 19, 98, 52, 79, 63, 39, 48, 59, 33, 62, 41, 95, 52, 25, 79, 61, 26, 36, 68, 41, 32, 1, 45, 70, 11, 84, 75, 30, 76, 23, 64, 81, 8, 57, 52, 82, 77, 48, 4, 31, 83, 92, 80, 40, 38, 38, 20, 54, 58, 89, 1, 64, 92, 48, 93, 77, 49, 65, 17, 67, 97, 8, 53, 40, 93, 54, 45, 31, 68, 83, 41, 5, 87, 30, 50, 8, 35, 77, 32, 7, 99, 93, 56, 63, 38, 78, 47, 30, 37, 74, 61, 23, 97, 98, 2, 34, 16, 26, 55, 52, 49, 66, 21, 28, 81, 21, 87, 54, 36, 97, 65, 96, 77, 54, 3, 48, 57, 80, 38, 22, 52, 75, 9, 26, 61, 98, 52, 36, 59, 84, 2, 74, 88, 16, 47, 41, 15, 47, 24, 72, 84, 86, 81, 85, 27, 58, 47, 69, 65, 33, 16, 31, 78, 45, 92, 68, 96, 75, 26, 33, 10, 52, 37, 64, 12, 10, 11, 68, 6, 42, 23, 24, 16, 61, 98, 21, 58, 69, 57, 7, 35, 13, 44, 93, 70, 3, 10, 48, 2, 25, 95, 71, 34, 34, 82, 60, 38, 87, 49, 16, 85, 82, 18, 43, 28, 61, 11, 10, 53, 93, 67, 54, 63, 25, 34, 30, 61, 14, 59, 32, 1, 5, 13, 76, 35, 7, 53, 64, 74, 51, 17, 51, 50, 85, 71, 97, 71, 26, 95, 6, 37, 16, 11, 30, 100, 99, 82, 12, 22, 21, 67, 26, 7, 66, 51, 1, 88, 66, 64, 21, 51, 31, 83, 23, 77, 53, 44, 25, 17, 88, 84, 86, 41, 38, 56, 31, 59, 33, 64, 1, 98, 12, 30, 35, 56, 88, 93, 78, 81, 80, 68, 75, 25, 17, 99, 33, 51, 93, 32, 37, 4, 8, 49, 10, 38, 65, 65, 52, 71, 79, 8, 75, 76, 19, 77, 71, 77, 79, 75, 63, 4, 95, 9, 74 },
    { 78, 95, 33, 5, 60, 30, 94, 43, 17, 42, 86, 62, 8, 19, 36, 94, 65, 20, 23, 67, 85, 87, 30, 46, 22, 44, 44, 99, 59, 6, 3, 38, 43, 13, 1, 83, 35, 95, 56, 92, 39, 72, 99, 41, 34, 99, 100, 61, 89, 36, 63, 96, 88, 71, 50, 43, 66, 78, 3, 48, 18, 50, 95, 86, 18, 14, 36, 27, 49, 100, 9, 36, 40, 76, 48, 4, 80, 46, 17, 25, 46, 31, 37, 36, 98, 71, 62, 47, 9, 74, 29, 56, 94, 9, 95, 11, 19, 66, 84, 20, 77, 2, 45, 94, 16, 29, 5, 59, 80, 83, 15, 30, 36, 42, 2, 77, 95, 100, 20, 18, 9, 19, 55, 92, 78, 10, 49, 41, 90, 1, 75, 31, 8, 32, 84, 92, 52, 31, 22, 34, 7, 10, 86, 19, 80, 96, 92, 32, 34, 13, 14, 12, 11, 29, 93, 44, 31, 57, 31, 72, 62, 48, 55, 48, 34, 38, 14, 24, 92, 11, 40, 9, 80, 3, 90, 9, 22, 17, 97, 65, 48, 78, 30, 25, 90, 80, 3, 51, 89, 71, 83, 4, 59, 26, 86, 79, 54, 44, 91, 19, 35, 28, 41, 84, 53, 19, 19, 21, 97, 58, 83, 96, 72, 76, 58, 88, 72, 77, 98, 43, 95, 74, 11, 8, 62, 51, 10, 20, 44, 51, 67, 13, 6, 67, 94, 46, 90, 25, 93, 72, 98, 98, 4, 60, 51, 98, 81, 39, 45, 87, 68, 30, 34, 13, 57, 26, 43, 36, 21, 50, 53, 38, 27, 74, 20, 74, 52, 4, 96, 66, 4, 25, 9, 45, 59, 51, 4, 44, 82, 48, 86, 70, 23, 49, 29, 65, 92, 32, 29, 83, 26, 39, 1, 33, 53, 10, 14, 91, 45, 50, 83, 100, 73, 7, 37, 72, 95, 43, 24, 31, 47, 56, 95, 51, 53, 52, 13, 32, 84, 7, 41, 63, 48, 5, 87, 69, 62, 28, 87, 90, 91, 96, 2, 93, 18, 81, 78, 6, 82, 37, 79, 82, 91, 7, 63, 77, 64, 11, 26, 17, 73, 98, 22, 69, 61, 57, 12, 29, 39, 9, 24, 33, 17, 77, 46, 61, 93, 48, 57, 75, 63, 81, 72, 1, 62, 16, 7, 96 },
    { 78, 53, 47, 9, 91, 95, 37, 91, 52, 54, 56, 37, 94, 37, 36, 82, 38, 11, 50, 26, 16, 48, 86, 99, 34, 78, 88, 36, 8, 69, 98, 49, 33, 92, 28, 35, 74, 84, 13, 48, 93, 78, 2, 34, 9, 96, 25, 56, 16, 72, 19, 26, 37, 53, 100, 95, 43, 54, 14, 80, 73, 84, 1, 34, 48, 58, 66, 71, 54, 58, 99, 21, 36, 59, 74, 31, 94, 42, 48, 72, 62, 17, 4, 41, 70, 6, 60, 38, 14, 51, 79, 72, 69, 86, 35, 86, 91, 4, 97, 5, 99, 81, 99, 81, 49, 54, 41, 24, 31, 34, 23, 41, 36, 26, 58, 29, 1, 89, 17, 1, 91, 30, 18, 29, 41, 35, 45, 58, 82, 69, 60, 34, 37, 81, 76, 100, 17, 99, 43, 50, 59, 65, 22, 67, 46, 31, 45, 28, 41, 84, 80, 50, 34, 43, 44, 73, 63, 26, 67, 40, 85, 79, 72, 1, 33, 62, 51, 6, 38, 90, 91, 28, 22, 35, 9, 18, 16, 83, 68, 53, 70, 12, 81, 15, 16, 90, 41, 82, 12, 61, 60, 11, 84, 76, 92, 26, 49, 95, 35, 60, 97, 3, 10, 82, 28, 12, 70, 55, 54, 87, 35, 97, 32, 29, 75, 16, 27, 62, 64, 4, 29, 74, 73, 48, 11, 61, 17, 42, 46, 21, 97, 49, 55, 37, 91, 89, 16, 100, 20, 69, 48, 67, 36, 99, 7, 94, 10, 40, 72, 32, 49, 1, 52, 74, 45, 85, 10, 18, 51, 60, 53, 85, 60, 53, 94, 13, 7, 63, 60, 6, 61, 9, 70, 3, 24, 7, 3, 69, 92, 63, 40, 32, 33, 79, 87, 1, 77, 93, 45, 51, 5, 68, 92, 64, 9, 17, 75, 67, 65, 34, 32, 76, 49, 90, 40, 91, 2, 50, 28, 20, 46, 61, 65, 74, 64, 90, 72, 67, 88, 25, 28, 84, 68, 99, 57, 81, 84, 44, 11, 91, 18, 78, 34, 88, 6, 84, 95, 15, 8, 66, 58, 16, 27, 3, 69, 94, 29, 96, 77, 55, 59, 75, 52, 92, 31, 32, 39, 18, 48, 34, 61, 65, 22, 10, 35, 27, 1, 95, 17, 78, 22, 73, 65, 97, 8, 51, 19, 80 },
    { 57, 39, 37, 19, 58, 90, 59, 77, 94, 23, 25, 69, 57, 16, 32, 84, 76, 62, 39, 44, 37, 20, 43, 37, 33, 35, 89, 35, 24, 32, 30, 39, 48, 38, 51, 9, 12, 82, 43, 17, 3, 41, 73, 92, 89, 77, 86, 33, 85, 42, 10, 33, 99, 82, 54, 4, 1, 55, 67, 9, 33, 63, 36, 32, 13, 90, 57, 54, 5, 24, 42, 53, 68, 29, 2, 16, 13, 1, 94, 84, 28, 3, 85, 84, 70, 37, 17, 7, 97, 53, 37, 1, 15, 26, 20, 7, 68, 70, 18, 46, 14, 15, 14, 4, 81, 79, 32, 41, 24, 100, 12, 93, 94, 8, 26, 95, 84, 66, 75, 29, 61, 25, 32, 29, 75, 32, 10, 64, 2, 30, 66, 84, 35, 51, 30, 16, 3, 27, 47, 70, 4, 15, 80, 4, 74, 1, 31, 96, 69, 76, 30, 40, 79, 80, 57, 46, 45, 18, 54, 55, 83, 39, 97, 2, 91, 57, 9, 51, 74, 54, 99, 8, 93, 13, 50, 13, 73, 3, 30, 91, 78, 75, 57, 30, 41, 37, 11, 43, 8, 15, 12, 55, 46, 35, 7, 70, 63, 15, 57, 90, 37, 83, 72, 100, 92, 59, 58, 71, 99, 45, 21, 86, 51, 59, 83, 72, 11, 92, 25, 82, 9, 83, 28, 57, 72, 76, 92, 29, 55, 76, 93, 37, 76, 87, 46, 20, 57, 8, 24, 47, 99, 71, 27, 87, 87, 57, 86, 30, 62, 89, 65, 57, 83, 78, 62, 73, 12, 62, 13, 55, 94, 45, 49, 80, 53, 77, 38, 52, 99, 48, 48, 97, 98, 70, 11, 44, 11, 24, 25, 20, 6, 81, 30, 38, 87, 17, 90, 3, 63, 100, 28, 27, 32, 92, 9, 26, 97, 81, 26, 82, 22, 91, 46, 65, 27, 73, 31, 99, 34, 45, 8, 9, 98, 100, 79, 59, 73, 11, 37, 67, 57, 82, 62, 31, 46, 48, 5, 73, 51, 35, 55, 64, 56, 14, 19, 10, 22, 92, 46, 41, 97, 63, 91, 18, 62, 88, 78, 92, 44, 33, 73, 68, 69, 72, 40, 85, 68, 6, 53, 99, 29, 24, 6, 88, 82, 20, 77, 18, 97, 51, 12, 89, 28, 18, 15, 23, 67, 3 },
